model,parameter,ell,overtone,spectral_N,center_real,center_imag,q10_susceptibility,q50_susceptibility,area_fraction_m10,curvature_trace_indicator,eigen_condition_indicator,nearest_eigenvalue_distance,overlap_previous_parameter,hit_minimizer_boundary
ks,0.2,4,0,48,0.8645374140309857,-0.0962855385523375,8.201930824159518,7.800899347822589,0.002770083102493075,1925514.2213827937,96.40199495538604,0.19462785728385693,0.9999995472970348,False
ks,0.35,4,0,48,0.8587094521912908,-0.09606775075688269,8.21186450303031,7.809648039479873,0.002770083102493075,2024808.3161256744,96.75659981153787,0.1942121115395936,0.9999966925724914,False
ks,0.5,4,0,48,0.8499773147746705,-0.09573424166217397,8.225901610300538,7.8255125828431344,0.002770083102493075,2001775.4013181776,97.332542088149,0.1935750373533099,0.9999925822949046,False
ks,0.75,4,0,48,0.8298656371099925,-0.09493265029184826,8.25835525177927,7.861461942284028,0.002770083102493075,2235975.464064952,98.85790157259264,0.192041848996573,0.9999606819911492,False
ks,1.0,4,0,48,0.804383065397287,-0.0938479690484799,8.299572108133026,7.906372809625532,0.002770083102493075,2359547.2685889024,101.18498542645574,0.18996319806725015,0.9999367651671074,False
ks,0.0,4,1,48,0.8558080351117888,-0.2908760225631547,10.96166152661165,10.523386084879249,0.7950138504155124,1452793.212606283,30124.435678330105,0.19483041659558334,,False
ks,0.1,4,1,48,0.8550741980863016,-0.2907980030676978,10.964019010626384,10.525866370075699,0.7950138504155124,1467629.571856723,30229.461756084223,0.19477971681001915,0.9999999582053277,False
ks,0.2,4,1,48,0.8528860568054405,-0.29056432974094903,10.971058250100551,10.533271678440695,0.8060941828254847,1406756.698447314,30545.23804800332,0.19462785728385693,0.9999996287018957,False
ks,0.35,4,1,48,0.8469698282167427,-0.289924722510812,10.990162974424692,10.553362606104919,0.8227146814404432,1464832.5604450568,31419.165315131977,0.1942121115395936,0.9999972917568964,False
ks,0.5,4,1,48,0.8381062939987237,-0.2889449399996945,11.018978354292193,10.583631828011123,0.8282548476454293,1505051.3860213936,32786.56432859817,0.1935750373533099,0.9999939462560001,False
ks,0.75,4,1,48,0.8176963704313577,-0.28658854170801845,11.086179194015928,10.65396031591633,0.8698060941828255,1561117.5672853084,36232.704294266936,0.192041848996573,0.999968166517068,False
ks,1.0,4,1,48,0.7918462264547135,-0.28339702414838086,11.17293450130167,10.744008462206065,0.9196675900277008,1684766.7974550058,41336.98985984336,0.18996319806725015,0.9999496147340193,False
ks,0.0,0,0,64,0.11045493955618489,-0.10489571577707622,13.452209568116102,13.110831051112795,1.0,30003342.67962876,503210.7560316179,0.24032903104792686,,False
ks,0.1,0,0,64,0.11035839598631883,-0.10487455330662504,13.455508219521228,13.11399296541011,1.0,28276972.188810214,506546.6160728864,0.247649912725957,0.9999999971040742,False
ks,0.2,0,0,64,0.11007021213849649,-0.10481105901102745,13.465498365313143,13.12343532216267,1.0,32152064.276467957,516643.29749522946,0.24738050527386138,0.9999999742979235,False
ks,0.35,0,0,64,0.10928868204106741,-0.10463644387897961,13.492733489814903,13.149074105777494,1.0,28005256.15318082,545107.2835574035,0.23928034386566976,0.9999998129868084,False
ks,0.5,0,0,64,0.10811139134107964,-0.10436669312024847,13.533395868669304,13.187785381103751,1.0,30466054.441044714,591148.6830103092,0.24277513624938926,0.9999995834449115,False
ks,0.75,0,0,64,0.10537107096545478,-0.10370723183866612,13.630419745887112,13.278314377167021,1.0,28681958.0777011,714945.3491601589,0.22267490376262267,0.9999978166110048,False
ks,1.0,0,0,64,0.10184128299401204,-0.10279151835699521,13.758022927765545,13.396233129202548,1.0,28837796.15270928,916049.0390874327,0.24289284294253813,0.9999965196145992,False
ks,0.0,0,1,64,0.08464829263794821,-0.3438351644649663,19.251592828663835,18.948807891775733,1.0,2485187.2157863486,535835822782.37506,0.06589195768471325,,False
ks,0.1,0,1,64,0.09110185771867241,-0.35177466470214624,19.262421337953658,18.96233141885595,1.0,2276059.001717942,557338738584.6168,0.055351725991502294,0.9997577856330359,False
